202307050021,1.08760,1.08760,1.08680,1.08690,0.00080,-0.00010,-0.00010,-0.00070,-0.00070,0.00060,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050024,1.08780,1.08840,1.08775,1.08815,0.00065,0.00040,0.00060,0.00040,0.00035,0.00020,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050025,1.08815,1.08845,1.08775,1.08800,0.00070,0.00035,0.00005,0.00000,-0.00015,0.00005,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050026,1.08800,1.08805,1.08730,1.08745,0.00075,-0.00015,-0.00040,-0.00045,-0.00055,0.00005,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050027,1.08745,1.08820,1.08715,1.08810,0.00105,-0.00055,0.00015,-0.00015,0.00065,0.00030,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050029,1.08825,1.09035,1.08825,1.09020,0.00210,0.00015,0.00145,0.00015,0.00195,0.00130,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050030,1.09020,1.09080,1.08980,1.08995,0.00100,0.00195,0.00045,0.00155,-0.00025,-0.00110,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050031,1.08995,1.09020,1.08955,1.08970,0.00065,-0.00025,-0.00060,-0.00025,-0.00025,-0.00035,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050031,1.08995,1.09020,1.08955,1.08970,0.00065,-0.00025,-0.00060,-0.00025,-0.00025,-0.00035,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050032,1.08970,1.08970,1.08855,1.08870,0.00115,-0.00025,-0.00050,-0.00100,-0.00100,0.00050,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050032,1.08970,1.08970,1.08855,1.08870,0.00115,-0.00025,-0.00050,-0.00100,-0.00100,0.00050,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050033,1.08870,1.08870,1.08665,1.08770,0.00205,-0.00100,-0.00100,-0.00190,-0.00100,0.00090,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050034,1.08770,1.08845,1.08745,1.08810,0.00100,-0.00100,-0.00025,0.00080,0.00040,-0.00105,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050037,1.08880,1.08930,1.08810,1.08810,0.00120,-0.00045,-0.00010,-0.00065,-0.00070,0.00055,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050038,1.08810,1.08915,1.08755,1.08895,0.00160,-0.00070,-0.00015,-0.00055,0.00085,0.00040,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050038,1.08810,1.08915,1.08755,1.08895,0.00160,-0.00070,-0.00015,-0.00055,0.00085,0.00040,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050039,1.08895,1.08950,1.08870,1.08935,0.00080,0.00085,0.00035,0.00115,0.00040,-0.00080,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050039,1.08895,1.08950,1.08870,1.08935,0.00080,0.00085,0.00035,0.00115,0.00040,-0.00080,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050040,1.08935,1.08960,1.08895,1.08945,0.00065,0.00040,0.00010,0.00025,0.00010,-0.00015,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050040,1.08935,1.08960,1.08895,1.08945,0.00065,0.00040,0.00010,0.00025,0.00010,-0.00015,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050041,1.08945,1.08950,1.08855,1.08875,0.00095,0.00010,-0.00010,-0.00040,-0.00070,0.00030,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050042,1.08875,1.08900,1.08840,1.08850,0.00060,-0.00070,-0.00050,-0.00015,-0.00025,-0.00035,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050042,1.08875,1.08900,1.08840,1.08850,0.00060,-0.00070,-0.00050,-0.00015,-0.00025,-0.00035,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050043,1.08850,1.08880,1.08815,1.08830,0.00065,-0.00025,-0.00020,-0.00025,-0.00020,0.00005,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050044,1.08830,1.08830,1.08775,1.08780,0.00055,-0.00020,-0.00050,-0.00040,-0.00050,-0.00010,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050045,1.08780,1.08815,1.08780,1.08795,0.00035,-0.00050,-0.00015,0.00005,0.00015,-0.00020,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050048,1.08820,1.08825,1.08790,1.08795,0.00035,0.00020,0.00000,0.00035,-0.00025,-0.00035,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050049,1.08795,1.08805,1.08755,1.08790,0.00050,-0.00025,-0.00020,-0.00035,-0.00005,0.00015,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050050,1.08790,1.08890,1.08790,1.08875,0.00100,-0.00005,0.00085,0.00035,0.00085,0.00050,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
202307050051,1.08875,1.08990,1.08865,1.08985,0.00125,0.00085,0.00100,0.00075,0.00110,0.00025,0.10000,0.07500,0.05000,0.90000,0.45000,0.02500,3
