20230626001,1.09040,1.09070,1.09035,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626002,1.09065,1.09065,1.09030,1.09040,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626003,1.09040,1.09060,1.09035,1.09045,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626004,1.09045,1.09065,1.09045,1.09060,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626005,1.09060,1.09065,1.09050,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626006,1.09065,1.09090,1.08990,1.09020,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626007,1.09020,1.09065,1.09020,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626008,1.09055,1.09095,1.09035,1.09075,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626009,1.09075,1.09085,1.09035,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626010,1.09055,1.09060,1.09020,1.09035,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626011,1.09035,1.09070,1.09035,1.09060,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626012,1.09060,1.09100,1.09055,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626013,1.09065,1.09075,1.09035,1.09040,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626014,1.09040,1.09070,1.09035,1.09060,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626015,1.09060,1.09090,1.09045,1.09090,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626016,1.09090,1.09090,1.09060,1.09085,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626017,1.09085,1.09085,1.09045,1.09050,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626018,1.09050,1.09075,1.09040,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626019,1.09065,1.09095,1.09060,1.09090,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626020,1.09090,1.09090,1.09050,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626021,1.09055,1.09070,1.09050,1.09060,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626022,1.09060,1.09085,1.09050,1.09075,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626023,1.09075,1.09080,1.09030,1.09040,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626024,1.09040,1.09040,1.09000,1.09010,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626025,1.09010,1.09030,1.09005,1.09025,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626026,1.09025,1.09060,1.09020,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626027,1.09055,1.09080,1.09055,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626028,1.09065,1.09100,1.09060,1.09095,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626029,1.09095,1.09100,1.09055,1.09070,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626030,1.09070,1.09110,1.09045,1.09075,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626031,1.09075,1.09075,1.09020,1.09025,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626032,1.09025,1.09040,1.08975,1.09005,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626033,1.09005,1.09065,1.09000,1.09030,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626034,1.09030,1.09065,1.09020,1.09025,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626035,1.09025,1.09085,1.08980,1.09035,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626036,1.09035,1.09045,1.08955,1.08985,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626037,1.08985,1.09060,1.08970,1.09025,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626038,1.09025,1.09035,1.08870,1.08930,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626039,1.08930,1.08945,1.08885,1.08930,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626040,1.08930,1.08930,1.08875,1.08885,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626041,1.08885,1.08935,1.08880,1.08920,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626042,1.08920,1.08960,1.08910,1.08945,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626043,1.08945,1.08970,1.08925,1.08955,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626044,1.08955,1.08985,1.08940,1.08980,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626045,1.08980,1.09015,1.08960,1.08965,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626046,1.08965,1.09000,1.08940,1.08980,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626047,1.08980,1.09075,1.08970,1.09060,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626048,1.09060,1.09070,1.09030,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626049,1.09055,1.09070,1.09040,1.09045,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626050,1.09045,1.09075,1.09030,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626051,1.09065,1.09080,1.09035,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626052,1.09055,1.09150,1.09045,1.09125,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626053,1.09125,1.09180,1.09110,1.09175,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626054,1.09175,1.09195,1.09140,1.09170,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626055,1.09170,1.09205,1.09165,1.09200,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626056,1.09200,1.09200,1.09165,1.09190,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626057,1.09190,1.09200,1.09140,1.09175,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626058,1.09175,1.09195,1.09145,1.09190,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626059,1.09190,1.09200,1.09135,1.09140,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626060,1.09140,1.09165,1.09090,1.09110,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626061,1.09110,1.09130,1.09080,1.09125,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626062,1.09125,1.09160,1.09085,1.09095,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626063,1.09095,1.09125,1.09080,1.09100,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626064,1.09100,1.09115,1.09035,1.09040,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626065,1.09040,1.09155,1.09025,1.09080,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626066,1.09080,1.09115,1.09055,1.09115,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626067,1.09115,1.09150,1.09095,1.09135,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626068,1.09135,1.09155,1.09120,1.09150,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626069,1.09150,1.09180,1.09085,1.09095,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626070,1.09095,1.09095,1.09065,1.09080,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626071,1.09080,1.09090,1.09025,1.09025,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626072,1.09025,1.09025,1.08995,1.09015,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626073,1.09015,1.09100,1.09015,1.09090,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626074,1.09090,1.09095,1.09065,1.09070,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626075,1.09070,1.09130,1.09065,1.09125,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626076,1.09125,1.09130,1.09110,1.09120,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626077,1.09120,1.09130,1.09100,1.09100,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626078,1.09100,1.09120,1.09085,1.09115,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626079,1.09115,1.09135,1.09095,1.09135,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626080,1.09135,1.09155,1.09120,1.09130,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626081,1.09130,1.09150,1.09120,1.09150,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626082,1.09150,1.09150,1.09100,1.09100,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626083,1.09100,1.09105,1.09060,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626084,1.09065,1.09070,1.09055,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626085,1.09055,1.09070,1.09040,1.09065,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626086,1.09065,1.09085,1.09055,1.09070,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626087,1.09070,1.09070,1.09055,1.09055,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626088,1.09055,1.09055,1.09040,1.09045,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
20230626089,1.09045,1.09065,1.09045,1.09060,0.67500,0.10000,0.27500,0.95000,0.67500,0.85000
