20230802230000,109825,109955,110190,109780,110850,110545,110650,111265,111330,112010,112285,112405,112340,112215,111330,110060,110015,109655,108885,108570,108840,109120,109120,108660,109170,109605,109085,108985,109575,109865,109170,109220,109355,109390,108290,107925,107550,107495,107810,106980,106955,107120,107100,107605,106820,107320,107110,107240,107260,107530,107715,108155,108055,107705,108400,108640,108745,108540,109215,109815,109655,110010,110215,110125,SHORT
20230802230000,110205,110030,110460,110480,111500,111070,110870,111470,111455,112295,112405,112760,112490,112450,112280,111405,110275,110020,109735,109010,109080,109165,109345,109320,109415,109630,109770,109205,109595,110125,109910,109465,109465,109710,109530,108645,108240,107905,107855,107875,107400,107330,107230,107795,107685,107360,107470,107440,107590,107570,108015,108210,108315,108290,108485,108740,109050,108910,109360,109985,110075,110070,110540,110480,SHORT
20230802230000,109175,109520,109935,109435,109655,110375,110205,110600,111075,111180,111740,112085,112030,112040,111285,110060,109770,109435,108665,108335,108510,108765,108700,108350,108600,108965,109020,108870,108440,109485,109055,108920,109070,109175,108035,107735,107545,107330,107425,106965,106680,106670,106745,107050,106615,106350,106720,107050,107015,107070,107480,107600,107955,107595,107625,108100,108545,108455,108475,109000,109415,109410,110000,109665,SHORT
20230802230000,109380,109845,109970,110145,109765,110860,110535,110645,111235,111295,111995,112285,112355,112260,112265,111290,110090,110015,109655,108880,108545,108795,109120,109115,108645,109130,109605,109060,108920,109560,109865,109180,109215,109305,109450,108290,107935,107560,107475,107825,106985,106925,107130,107080,107620,106890,107345,107080,107215,107250,107500,107695,108125,108025,107700,108395,108630,108745,108500,109155,109820,109605,110040,110200,SHORT
20230801230000,109955,110190,109780,110850,110545,110650,111265,111330,112010,112285,112405,112340,112215,111330,110060,110015,109655,108885,108570,108840,109120,109120,108660,109170,109605,109085,108985,109575,109865,109170,109220,109355,109390,108290,107925,107550,107495,107810,106980,106955,107120,107100,107605,106820,107320,107110,107240,107260,107530,107715,108155,108055,107705,108400,108640,108745,108540,109215,109815,109655,110010,110215,110125,110595,SHORT
20230801230000,110030,110460,110480,111500,111070,110870,111470,111455,112295,112405,112760,112490,112450,112280,111405,110275,110020,109735,109010,109080,109165,109345,109320,109415,109630,109770,109205,109595,110125,109910,109465,109465,109710,109530,108645,108240,107905,107855,107875,107400,107330,107230,107795,107685,107360,107470,107440,107590,107570,108015,108210,108315,108290,108485,108740,109050,108910,109360,109985,110075,110070,110540,110480,110920,SHORT
20230801230000,109520,109935,109435,109655,110375,110205,110600,111075,111180,111740,112085,112030,112040,111285,110060,109770,109435,108665,108335,108510,108765,108700,108350,108600,108965,109020,108870,108440,109485,109055,108920,109070,109175,108035,107735,107545,107330,107425,106965,106680,106670,106745,107050,106615,106350,106720,107050,107015,107070,107480,107600,107955,107595,107625,108100,108545,108455,108475,109000,109415,109410,110000,109665,109855,SHORT
20230801230000,109845,109970,110145,109765,110860,110535,110645,111235,111295,111995,112285,112355,112260,112265,111290,110090,110015,109655,108880,108545,108795,109120,109115,108645,109130,109605,109060,108920,109560,109865,109180,109215,109305,109450,108290,107935,107560,107475,107825,106985,106925,107130,107080,107620,106890,107345,107080,107215,107250,107500,107695,108125,108025,107700,108395,108630,108745,108500,109155,109820,109605,110040,110200,110125,SHORT
20230731230000,110190,109780,110850,110545,110650,111265,111330,112010,112285,112405,112340,112215,111330,110060,110015,109655,108885,108570,108840,109120,109120,108660,109170,109605,109085,108985,109575,109865,109170,109220,109355,109390,108290,107925,107550,107495,107810,106980,106955,107120,107100,107605,106820,107320,107110,107240,107260,107530,107715,108155,108055,107705,108400,108640,108745,108540,109215,109815,109655,110010,110215,110125,110595,110020,SHORT
20230731230000,110460,110480,111500,111070,110870,111470,111455,112295,112405,112760,112490,112450,112280,111405,110275,110020,109735,109010,109080,109165,109345,109320,109415,109630,109770,109205,109595,110125,109910,109465,109465,109710,109530,108645,108240,107905,107855,107875,107400,107330,107230,107795,107685,107360,107470,107440,107590,107570,108015,108210,108315,108290,108485,108740,109050,108910,109360,109985,110075,110070,110540,110480,110920,110925,SHORT
