1.09402,1.09413,1.09432,1.09431,1.09418,1.09415,1.09449,1.09488,1.09501,1.09494,1.09499,1.09510,1.09545,1.09514,1.09509,1.09488,1.09494,1.09525,1.09490,1.09536,1.09592,1.09609,1.09608,1.09605,1.09599,1.09625,1.09610,1.09589,1.09570,1.09514,1.09566,1.09580,1.09588,1.09588,1.09552,1.09577,1.09575,1.09604,1.09642,1.09529,1.09561,1.09528,1.09433,1.09388,1.09394,1.09363,1.09352,1.09295,1.09280,1.09281,1.09228,1.09230,1.09178,1.09196,1.09257,1.09263,1.09205,1.09169,1.09178,1.09212,1.09214,1.09218,1.09149,1.09155,1.09177,1.09169,1.09160,1.09152,1.09084,1.09046,1.09102,1.09128,1.09117,1.09082,1.09040,1.09090,1.09090,1.09066,1.09118,1.09107,1.09042,1.09062,1.08958,1.09229,1.09226,1.09178,1.09209,1.09178,1.09189,1.09213,1.09213,1.09230,1.09206,1.09215,
1.09207,1.09215,1.09248,1.09245,1.09248,1.09260,1.09240,1.09256,1.09214,1.09226,1.09204,1.09192,1.09169,1.09178,1.09189,1.09185,1.09190,1.09195,1.09231,1.09268,1.09262,1.09264,1.09265,1.09253,1.09283,1.09261,1.09242,1.09234,1.09237,1.09267,1.09294,1.09316,1.09228,1.09326,1.09371,1.09332,1.09432,1.09377,1.09433,1.09427,1.09405,1.09535,1.09506,1.09569,1.09661,1.09676,1.09625,1.09610,1.09590,1.09557,1.09541,1.09549,1.09553,1.09479,1.09499,1.09545,1.09552,1.09524,1.09512,1.09483,1.09421,1.09471,1.09421,1.09429,1.09448,1.09455,1.09614,1.09646,1.09625,1.09552,1.09613,1.09599,1.09555,1.09562,1.09554,1.09459,1.09471,1.09505,1.09511,1.09494,1.09484,1.09470,1.09458,1.09446,1.09449,1.09470,1.09462,1.09450,1.09450,1.09494,1.09494,1.09478,1.09472,1.09448,
1.09489,1.09476,1.09463,1.09444,1.09450,1.09464,1.09489,1.09494,1.09504,1.09509,1.09538,1.09519,1.09549,1.09517,1.09529,1.09523,1.09488,1.09469,1.09438,1.09409,1.09407,1.09393,1.09383,1.09397,1.09388,1.09371,1.09353,1.09353,1.09359,1.09375,1.09320,1.09288,1.09258,1.09280,1.09303,1.09303,1.09244,1.09233,1.09230,1.09172,1.09115,1.09078,1.09148,1.09226,1.09174,1.09129,1.09104,1.09049,1.09099,1.09128,1.09116,1.09119,1.09162,1.09142,1.09174,1.09159,1.09187,1.09177,1.09219,1.09209,1.09175,1.09213,1.09259,1.09458,1.09406,1.09496,1.09853,1.09815,1.09895,1.09783,1.09760,1.09631,1.09686,1.09562,1.09493,1.09455,1.09503,1.09462,1.09399,1.09452,1.09509,1.09541,1.09566,1.09537,1.09493,1.09453,1.09433,1.09402,1.09397,1.09393,1.09386,1.09388,1.09392,1.09404,
1.09450,1.09451,1.09393,1.09357,1.09375,1.09417,1.09441,1.09463,1.09477,1.09485,1.09492,1.09507,1.09523,1.09481,1.09435,1.09426,1.09402,1.09372,1.09377,1.09377,1.09331,1.09330,1.09321,1.09362,1.09362,1.09343,1.09356,1.09361,1.09348,1.09376,1.09405,1.09433,1.09432,1.09459,1.09512,1.09466,1.09450,1.09454,1.09324,1.09325,1.09339,1.09337,1.09312,1.09266,1.09326,1.09371,1.09367,1.09376,1.09404,1.09425,1.09481,1.09426,1.09378,1.09379,1.09479,1.09430,1.09423,1.09448,1.09441,1.09486,1.09529,1.09509,1.09562,1.09556,1.09573,1.09604,1.09640,1.09694,1.09687,1.09696,1.09764,1.09731,1.09772,1.09756,1.09730,1.09679,1.09657,1.09648,1.09603,1.09575,1.09520,1.09555,1.09583,1.09576,1.09608,1.09611,1.09506,1.09531,1.09539,1.09547,1.09556,1.09517,1.09508,1.09503,
1.09517,1.09508,1.09516,1.09519,1.09512,1.09498,1.09566,1.09563,1.09579,1.09553,1.09534,1.09543,1.09528,1.09616,1.09616,1.09617,1.09637,1.09628,1.09634,1.09634,1.09643,1.09629,1.09599,1.09537,1.09552,1.09563,1.09541,1.09495,1.09484,1.09497,1.09528,1.09516,1.09525,1.09502,1.09538,1.09583,1.09598,1.09566,1.09427,1.09406,1.09456,1.09500,1.09386,1.09406,1.09416,1.09441,1.09367,1.09462,1.09410,1.09356,1.09309,1.09346,1.09295,1.09315,1.09323,1.09395,1.09326,1.09406,1.09458,1.09361,1.09390,1.09460,1.09424,1.09426,1.09432,1.09456,1.09415,1.09372,1.09286,1.09178,1.09165,1.09262,1.09233,1.09344,1.09327,1.09379,1.09368,1.09342,1.09377,1.09283,1.09238,1.09242,1.09248,1.09228,1.09207,1.09254,1.09281,1.09281,1.09277,1.09281,1.09292,1.09300,1.09306,1.09310,
1.09296,1.09293,1.09323,1.09320,1.09304,1.09319,1.09354,1.09360,1.09304,1.09308,1.09274,1.09285,1.09316,1.09323,1.09324,1.09333,1.09344,1.09338,1.09333,1.09347,1.09318,1.09292,1.09309,1.09310,1.09325,1.09321,1.09312,1.09327,1.09329,1.09323,1.09289,1.09313,1.09281,1.09247,1.09274,1.09332,1.09400,1.09263,1.09308,1.09409,1.09390,1.09434,1.09479,1.09478,1.09481,1.09473,1.09512,1.09534,1.09484,1.09493,1.09537,1.09448,1.09449,1.09459,1.09488,1.09488,1.09449,1.09440,1.09511,1.09462,1.09427,1.09406,1.09397,1.09381,1.09370,1.09399,1.09449,1.09473,1.09637,1.09674,1.09618,1.09599,1.09557,1.09591,1.09641,1.09660,1.09678,1.09672,1.09645,1.09687,1.09673,1.09695,1.09689,1.09690,1.09696,1.09704,1.09660,1.09635,1.09634,1.09656,1.09685,1.09696,1.09722,1.09727,
1.09711,1.09731,1.09730,1.09729,1.09732,1.09742,1.09737,1.09757,1.09766,1.09778,1.09781,1.09772,1.09757,1.09789,1.09801,1.09803,1.09784,1.09783,1.09783,1.09787,1.09790,1.09804,1.09812,1.09799,1.09788,1.09779,1.09814,1.09798,1.09793,1.09783,1.09792,1.09838,1.09862,1.09858,1.09851,1.09827,1.09796,1.09789,1.09757,1.09804,1.09754,1.09751,1.09682,1.09677,1.09597,1.09638,1.09635,1.09655,1.09661,1.09689,1.09771,1.09807,1.09792,1.09787,1.09807,1.09783,1.09846,1.09838,1.09857,1.09878,1.09529,1.09395,1.09481,1.09577,1.09529,1.09543,1.09309,1.09475,1.09625,1.09465,1.09457,1.09476,1.09435,1.09423,1.09520,1.09459,1.09502,1.09510,1.09573,1.09573,1.09572,1.09649,1.09743,1.09786,1.09792,1.09821,1.09658,1.09608,1.09650,1.09714,1.09713,1.09722,1.09746,1.09722,
1.09742,1.09731,1.09754,1.09759,1.09807,1.09825,1.09808,1.09793,1.09756,1.09757,1.09743,1.09765,1.09823,1.09827,1.09838,1.09815,1.09788,1.09798,1.09818,1.09819,1.09783,1.09778,1.09748,1.09749,1.09759,1.09757,1.09789,1.09771,1.09766,1.09755,1.09778,1.09775,1.09751,1.09754,1.09665,1.09676,1.09639,1.09667,1.09760,1.09778,1.09733,1.09752,1.09774,1.09705,1.09685,1.09626,1.09597,1.09610,1.09627,1.09599,1.09590,1.09540,1.09495,1.09497,1.09464,1.09471,1.09433,1.09378,1.09442,1.09509,1.09586,1.09554,1.09569,1.09679,1.09820,1.09757,1.09838,1.09794,1.09737,1.09663,1.09688,1.09724,1.09650,1.09584,1.09546,1.09537,1.09512,1.09496,1.09555,1.09574,1.09564,1.09595,1.09630,1.09605,1.09553,1.09561,1.09546,1.09545,1.09534,1.09513,1.09498,1.09495,1.09492,1.09509,
1.09500,1.09505,1.09478,1.09468,1.09468,1.09451,1.09431,1.09460,1.09493,1.09536,1.09537,1.09497,1.09541,1.09548,1.09601,1.09631,1.09628,1.09651,1.09663,1.09654,1.09655,1.09642,1.09618,1.09592,1.09609,1.09630,1.09634,1.09628,1.09649,1.09641,1.09658,1.09643,1.09660,1.09640,1.09642,1.09603,1.09583,1.09535,1.09628,1.09625,1.09601,1.09581,1.09550,1.09538,1.09457,1.09467,1.09387,1.09354,1.09362,1.09402,1.09425,1.09464,1.09462,1.09455,1.09548,1.09506,1.09546,1.09538,1.09458,1.09475,1.09498,1.09506,1.09398,1.09419,1.09429,1.09434,1.09412,1.09452,1.09414,1.09499,1.09488,1.09524,1.09476,1.09474,1.09484,1.09519,1.09508,1.09482,1.09490,1.09500,1.09500,1.09529,1.09522,1.09528,1.09514,1.09506,1.09494,1.09503,1.09507,1.09519,1.09508,1.09511,1.09505,1.09503,
1.09503,1.09499,1.09492,1.09471,1.09464,1.09450,1.09441,1.09391,1.09322,1.09197,1.09195,1.09231,1.09301,1.09276,1.09265,1.09252,1.09247,1.09239,1.09221,1.09197,1.09182,1.09190,1.09195,1.09177,1.09169,1.09175,1.09164,1.09169,1.09132,1.09155,1.09167,1.09186,1.09186,1.09176,1.09119,1.09125,1.09229,1.09186,1.09132,1.09117,1.09013,1.09048,1.08935,1.08958,1.08870,1.08862,1.08873,1.08852,1.08834,1.08814,1.08757,1.08879,1.08926,1.08923,1.08882,1.08902,1.08851,1.08862,1.08777,1.08774,1.08928,1.08741,1.08818,1.08846,1.08741,1.08726,1.08747,1.08851,1.08870,1.08858,1.08809,1.08885,1.08812,1.08811,1.08663,1.08660,1.08689,1.08631,1.08668,1.08734,1.08691,1.08701,1.08693,1.08695,1.08706,1.08738,1.08740,1.08711,1.08710,1.08715,1.08745,1.08774,1.08762,1.08754,
